query,qid,docid,rel
Inspirational sports movies with triumphant endings.,39,172557,1
Inspirational sports movies with triumphant endings.,39,364,1
Inspirational sports movies with triumphant endings.,39,170357,1
Inspirational sports movies with triumphant endings.,39,4995,1
Inspirational sports movies with triumphant endings.,39,129739,1
Inspirational sports movies with triumphant endings.,39,170411,1
Inspirational sports movies with triumphant endings.,39,50703,1
Spy with gadgets and luxury cars.,40,91630,5
Spy with gadgets and luxury cars.,40,2947,4
Spy with gadgets and luxury cars.,40,4901,4
Spy with gadgets and luxury cars.,40,176101,4
Spy with gadgets and luxury cars.,40,183421,4
Spy with gadgets and luxury cars.,40,6893,4
Spy with gadgets and luxury cars.,40,64030,4
Spy with gadgets and luxury cars.,40,104913,4
Spy with gadgets and luxury cars.,40,2278,4
Spy with gadgets and luxury cars.,40,90522,4
Spy with gadgets and luxury cars.,40,262133,4
Spy with gadgets and luxury cars.,40,49272,4
Spy with gadgets and luxury cars.,40,210573,3
Spy with gadgets and luxury cars.,40,204694,3
Spy with gadgets and luxury cars.,40,89002,3
Spy with gadgets and luxury cars.,40,7827,3
Spy with gadgets and luxury cars.,40,62374,3
Spy with gadgets and luxury cars.,40,93326,3
Spy with gadgets and luxury cars.,40,36519,3
Spy with gadgets and luxury cars.,40,160438,3
Spy with gadgets and luxury cars.,40,5574,3
Spy with gadgets and luxury cars.,40,4232,3
Spy with gadgets and luxury cars.,40,192579,3
Spy with gadgets and luxury cars.,40,249394,2
Spy with gadgets and luxury cars.,40,27193,2
Spy with gadgets and luxury cars.,40,87876,2
Spy with gadgets and luxury cars.,40,61248,2
Spy with gadgets and luxury cars.,40,7345,2
Spy with gadgets and luxury cars.,40,141048,1
Spy with gadgets and luxury cars.,40,45928,1
Spy with gadgets and luxury cars.,40,104000,1
Spy with gadgets and luxury cars.,40,3363,1
Spy with gadgets and luxury cars.,40,134695,1
Spy with gadgets and luxury cars.,40,189331,1
Spy with gadgets and luxury cars.,40,163068,1
Spy with gadgets and luxury cars.,40,203054,1
Spy with gadgets and luxury cars.,40,175253,1
Spy with gadgets and luxury cars.,40,197699,1
Spy with gadgets and luxury cars.,40,138854,1
Spy with gadgets and luxury cars.,40,203892,1
Spy with gadgets and luxury cars.,40,87081,1
Spy with gadgets and luxury cars.,40,3977,1
Spy with gadgets and luxury cars.,40,138036,1
Spy with gadgets and luxury cars.,40,5053,1
Spy with gadgets and luxury cars.,40,79333,1
Spy with gadgets and luxury cars.,40,142527,1
Spy with gadgets and luxury cars.,40,170957,1
Spy with gadgets and luxury cars.,40,189033,1
Spy with gadgets and luxury cars.,40,180017,1
Spy with gadgets and luxury cars.,40,179131,1
Spy with gadgets and luxury cars.,40,191901,1
Spy with gadgets and luxury cars.,40,133569,1
Spy with gadgets and luxury cars.,40,256143,1
Spy with gadgets and luxury cars.,40,91414,1
Spy with gadgets and luxury cars.,40,1010,1
Spy with gadgets and luxury cars.,40,54286,1
Spy with gadgets and luxury cars.,40,4499,1
Spy with gadgets and luxury cars.,40,259565,1
Spy with gadgets and luxury cars.,40,228251,1
Spy with gadgets and luxury cars.,40,77966,1
Fantasy movies with magical worlds.,41,5618,5
Fantasy movies with magical worlds.,41,4896,5
Fantasy movies with magical worlds.,41,48394,5
Fantasy movies with magical worlds.,41,88125,5
Fantasy movies with magical worlds.,41,81834,5
Fantasy movies with magical worlds.,41,69844,5
Fantasy movies with magical worlds.,41,54001,5
Fantasy movies with magical worlds.,41,40815,5
Fantasy movies with magical worlds.,41,8368,5
Fantasy movies with magical worlds.,41,5816,5
Fantasy movies with magical worlds.,41,271941,5
Fantasy movies with magical worlds.,41,226706,4
Fantasy movies with magical worlds.,41,66097,4
Fantasy movies with magical worlds.,41,7147,4
Fantasy movies with magical worlds.,41,185231,4
Fantasy movies with magical worlds.,41,135143,4
Fantasy movies with magical worlds.,41,276867,4
Fantasy movies with magical worlds.,41,178635,4
Fantasy movies with magical worlds.,41,220038,3
Fantasy movies with magical worlds.,41,172799,3
Fantasy movies with magical worlds.,41,176341,3
Fantasy movies with magical worlds.,41,2093,3
Fantasy movies with magical worlds.,41,229547,3
Fantasy movies with magical worlds.,41,4275,3
Fantasy movies with magical worlds.,41,241738,3
Fantasy movies with magical worlds.,41,55681,1
Fantasy movies with magical worlds.,41,96621,1
Fantasy movies with magical worlds.,41,159692,1
Fantasy movies with magical worlds.,41,147829,1
Fantasy movies with magical worlds.,41,70927,1
Fantasy movies with magical worlds.,41,72583,1
Fantasy movies with magical worlds.,41,231307,1
Fantasy movies with magical worlds.,41,133149,1
Fantasy movies with magical worlds.,41,3095,1
Fantasy movies with magical worlds.,41,226526,1
Fantasy movies with magical worlds.,41,203579,1
Fantasy movies with magical worlds.,41,200148,1
Fantasy movies with magical worlds.,41,27641,1
Fantasy movies with magical worlds.,41,152581,1
Fantasy movies with magical worlds.,41,234969,1
Fantasy movies with magical worlds.,41,236027,1
Fantasy movies with magical worlds.,41,203553,1
Fantasy movies with magical worlds.,41,8755,1
Fantasy movies with magical worlds.,41,32230,1
Fantasy movies with magical worlds.,41,160231,1
Fantasy movies with magical worlds.,41,109104,1
Fantasy movies with magical worlds.,41,183195,1
Fantasy movies with magical worlds.,41,211367,1
Fantasy movies with magical worlds.,41,135426,1
Fantasy movies with magical worlds.,41,7164,1
Fantasy movies with magical worlds.,41,286251,1
Fantasy movies with magical worlds.,41,282967,1
Fantasy movies with magical worlds.,41,279020,1
Fantasy movies with magical worlds.,41,269122,1
Fantasy movies with magical worlds.,41,206481,1
Fantasy movies with magical worlds.,41,279654,1
Fantasy movies with magical worlds.,41,2161,1
Fantasy movies with magical worlds.,41,172793,1
Fantasy movies with magical worlds.,41,54259,1
Fantasy movies with magical worlds.,41,174813,1
Films capturing youthful spirit.,42,2918,5
Films capturing youthful spirit.,42,1968,5
Films capturing youthful spirit.,42,235811,5
Films capturing youthful spirit.,42,116855,4
Films capturing youthful spirit.,42,3210,4
Films capturing youthful spirit.,42,193637,4
Films capturing youthful spirit.,42,200306,4
Films capturing youthful spirit.,42,166788,4
Films capturing youthful spirit.,42,80693,4
Films capturing youthful spirit.,42,161922,4
Films capturing youthful spirit.,42,80586,4
Films capturing youthful spirit.,42,178885,4
Films capturing youthful spirit.,42,184997,4
Films capturing youthful spirit.,42,3967,4
Films capturing youthful spirit.,42,177615,4
Films capturing youthful spirit.,42,103539,4
Films capturing youthful spirit.,42,2915,4
Films capturing youthful spirit.,42,215527,4
Films capturing youthful spirit.,42,244220,4
Films capturing youthful spirit.,42,3363,4
Films capturing youthful spirit.,42,64368,4
Films capturing youthful spirit.,42,175323,4
Films capturing youthful spirit.,42,7034,4
Films capturing youthful spirit.,42,189475,4
Films capturing youthful spirit.,42,213934,4
Films capturing youthful spirit.,42,52952,4
Films capturing youthful spirit.,42,3897,4
Films capturing youthful spirit.,42,86,4
Films capturing youthful spirit.,42,121875,4
Films capturing youthful spirit.,42,1290,4
Films capturing youthful spirit.,42,276867,4
Films capturing youthful spirit.,42,92439,3
Films capturing youthful spirit.,42,239490,3
Films capturing youthful spirit.,42,180367,3
Films capturing youthful spirit.,42,4062,3
Films capturing youthful spirit.,42,133780,3
Films capturing youthful spirit.,42,191687,3
Films capturing youthful spirit.,42,263485,3
Films capturing youthful spirit.,42,183309,3
Films capturing youthful spirit.,42,278980,3
Films capturing youthful spirit.,42,185031,3
Films capturing youthful spirit.,42,127202,3
Films capturing youthful spirit.,42,60530,3
Films capturing youthful spirit.,42,288627,3
Films capturing youthful spirit.,42,189567,3
Films capturing youthful spirit.,42,190741,3
Films capturing youthful spirit.,42,155477,3
Films capturing youthful spirit.,42,160874,3
Films capturing youthful spirit.,42,189011,3
Films capturing youthful spirit.,42,5197,3
Films capturing youthful spirit.,42,2607,3
Films capturing youthful spirit.,42,106195,3
Films capturing youthful spirit.,42,26497,3
Films capturing youthful spirit.,42,114265,3
Films capturing youthful spirit.,42,3992,3
Films capturing youthful spirit.,42,203972,3
Films capturing youthful spirit.,42,6753,3
Films capturing youthful spirit.,42,275923,3
Films capturing youthful spirit.,42,184399,3
Films capturing youthful spirit.,42,127198,3
Man stranded alone on Mars.,43,134130,5
Man stranded alone on Mars.,43,4022,4
Man stranded alone on Mars.,43,26124,4
Man stranded alone on Mars.,43,71999,3
Man stranded alone on Mars.,43,26398,3
Man stranded alone on Mars.,43,3354,3
Man stranded alone on Mars.,43,3981,3
Man stranded alone on Mars.,43,166526,3
Man stranded alone on Mars.,43,133814,2
Man stranded alone on Mars.,43,93363,2
Man stranded alone on Mars.,43,177119,2
Man stranded alone on Mars.,43,1894,2
Man stranded alone on Mars.,43,189549,2
Man stranded alone on Mars.,43,1391,2
Man stranded alone on Mars.,43,55732,2
Man stranded alone on Mars.,43,171219,2
Man stranded alone on Mars.,43,200332,2
Man stranded alone on Mars.,43,185557,2
Man stranded alone on Mars.,43,195225,2
Man stranded alone on Mars.,43,173323,2
Man stranded alone on Mars.,43,2916,1
Man stranded alone on Mars.,43,177731,1
Man stranded alone on Mars.,43,161218,1
Man stranded alone on Mars.,43,209231,1
Man stranded alone on Mars.,43,280452,1
Man stranded alone on Mars.,43,69042,1
Man stranded alone on Mars.,43,105776,1
Man stranded alone on Mars.,43,6450,1
Man stranded alone on Mars.,43,196745,1
Man stranded alone on Mars.,43,245750,1
Man stranded alone on Mars.,43,187353,1
Man stranded alone on Mars.,43,210205,1
Man stranded alone on Mars.,43,88857,1
Man stranded alone on Mars.,43,161592,1
Man stranded alone on Mars.,43,8529,1
Man stranded alone on Mars.,43,27822,1
Man stranded alone on Mars.,43,2661,1
Man stranded alone on Mars.,43,189897,1
Man stranded alone on Mars.,43,3300,1
Man stranded alone on Mars.,43,247150,1
Man stranded alone on Mars.,43,106030,1
Man stranded alone on Mars.,43,4638,1
Man stranded alone on Mars.,43,123567,1
Man stranded alone on Mars.,43,3486,1
Man stranded alone on Mars.,43,167432,1
Man stranded alone on Mars.,43,3780,1
Man stranded alone on Mars.,43,2950,1
Man stranded alone on Mars.,43,4795,1
Man stranded alone on Mars.,43,63617,1
Man stranded alone on Mars.,43,285579,1
Man stranded alone on Mars.,43,134530,1
Man stranded alone on Mars.,43,93142,1
Man stranded alone on Mars.,43,6991,1
Man stranded alone on Mars.,43,270166,1
Man stranded alone on Mars.,43,1017,1
Man stranded alone on Mars.,43,196879,1
Man stranded alone on Mars.,43,128684,1
Man stranded alone on Mars.,43,31158,1
Man stranded alone on Mars.,43,254945,1
Man stranded alone on Mars.,43,173129,1
Legendary archaeologist searching for a sacred artifact,44,286905,5
Legendary archaeologist searching for a sacred artifact,44,280096,3
Legendary archaeologist searching for a sacred artifact,44,190011,3
Legendary archaeologist searching for a sacred artifact,44,179443,3
Legendary archaeologist searching for a sacred artifact,44,117460,3
Legendary archaeologist searching for a sacred artifact,44,150348,3
Legendary archaeologist searching for a sacred artifact,44,2748,3
Legendary archaeologist searching for a sacred artifact,44,156303,3
Legendary archaeologist searching for a sacred artifact,44,123499,3
Legendary archaeologist searching for a sacred artifact,44,161892,2
Legendary archaeologist searching for a sacred artifact,44,170857,2
Legendary archaeologist searching for a sacred artifact,44,280576,2
Legendary archaeologist searching for a sacred artifact,44,93583,2
Legendary archaeologist searching for a sacred artifact,44,281218,2
Legendary archaeologist searching for a sacred artifact,44,170827,2
Legendary archaeologist searching for a sacred artifact,44,261953,2
Legendary archaeologist searching for a sacred artifact,44,8534,2
Legendary archaeologist searching for a sacred artifact,44,123161,2
Legendary archaeologist searching for a sacred artifact,44,126579,2
Legendary archaeologist searching for a sacred artifact,44,141313,2
Legendary archaeologist searching for a sacred artifact,44,123409,2
Legendary archaeologist searching for a sacred artifact,44,283387,2
Legendary archaeologist searching for a sacred artifact,44,6899,1
Legendary archaeologist searching for a sacred artifact,44,141940,1
Legendary archaeologist searching for a sacred artifact,44,146852,1
Legendary archaeologist searching for a sacred artifact,44,153542,1
Legendary archaeologist searching for a sacred artifact,44,118017,1
Legendary archaeologist searching for a sacred artifact,44,151561,1
Legendary archaeologist searching for a sacred artifact,44,210219,1
Legendary archaeologist searching for a sacred artifact,44,216511,1
Legendary archaeologist searching for a sacred artifact,44,200906,1
Legendary archaeologist searching for a sacred artifact,44,27869,1
Legendary archaeologist searching for a sacred artifact,44,276161,1
Legendary archaeologist searching for a sacred artifact,44,220368,1
Legendary archaeologist searching for a sacred artifact,44,228365,1
Legendary archaeologist searching for a sacred artifact,44,149264,1
Legendary archaeologist searching for a sacred artifact,44,219828,1
Legendary archaeologist searching for a sacred artifact,44,210643,1
Legendary archaeologist searching for a sacred artifact,44,188641,1
Legendary archaeologist searching for a sacred artifact,44,4850,1
Legendary archaeologist searching for a sacred artifact,44,266554,1
Legendary archaeologist searching for a sacred artifact,44,117344,1
Legendary archaeologist searching for a sacred artifact,44,121157,1
Legendary archaeologist searching for a sacred artifact,44,146180,1
Legendary archaeologist searching for a sacred artifact,44,113780,1
Legendary archaeologist searching for a sacred artifact,44,161426,1
Legendary archaeologist searching for a sacred artifact,44,26634,1
Legendary archaeologist searching for a sacred artifact,44,231381,1
Legendary archaeologist searching for a sacred artifact,44,265638,1
Legendary archaeologist searching for a sacred artifact,44,212747,1
Legendary archaeologist searching for a sacred artifact,44,131510,1
Legendary archaeologist searching for a sacred artifact,44,103536,1
Legendary archaeologist searching for a sacred artifact,44,270762,1
Legendary archaeologist searching for a sacred artifact,44,244090,1
Legendary archaeologist searching for a sacred artifact,44,176409,1
Legendary archaeologist searching for a sacred artifact,44,265574,1
Legendary archaeologist searching for a sacred artifact,44,278248,1
Legendary archaeologist searching for a sacred artifact,44,132344,1
Legendary archaeologist searching for a sacred artifact,44,114064,1
Legendary archaeologist searching for a sacred artifact,44,121821,1
A family on a cross-country road trip.,45,3617,4
A family on a cross-country road trip.,45,2795,4
A family on a cross-country road trip.,45,46578,4
A family on a cross-country road trip.,45,155956,4
A family on a cross-country road trip.,45,45208,4
A family on a cross-country road trip.,45,3168,4
A family on a cross-country road trip.,45,5247,4
A family on a cross-country road trip.,45,51575,3
A family on a cross-country road trip.,45,5246,3
A family on a cross-country road trip.,45,203322,3
A family on a cross-country road trip.,45,66665,3
A family on a cross-country road trip.,45,345,3
A family on a cross-country road trip.,45,3014,3
A family on a cross-country road trip.,45,55269,3
A family on a cross-country road trip.,45,58291,3
A family on a cross-country road trip.,45,186305,3
A family on a cross-country road trip.,45,239,3
A family on a cross-country road trip.,45,3396,3
A family on a cross-country road trip.,45,3418,3
A family on a cross-country road trip.,45,179389,3
A family on a cross-country road trip.,45,6636,3
A family on a cross-country road trip.,45,2966,3
A family on a cross-country road trip.,45,105197,3
A family on a cross-country road trip.,45,170763,3
A family on a cross-country road trip.,45,207752,3
A family on a cross-country road trip.,45,5322,2
A family on a cross-country road trip.,45,155473,2
A family on a cross-country road trip.,45,7291,2
A family on a cross-country road trip.,45,333,2
A family on a cross-country road trip.,45,42004,2
A family on a cross-country road trip.,45,164455,2
A family on a cross-country road trip.,45,100390,2
A family on a cross-country road trip.,45,191273,2
A family on a cross-country road trip.,45,5945,2
A family on a cross-country road trip.,45,116058,2
A family on a cross-country road trip.,45,4276,2
A family on a cross-country road trip.,45,68659,2
A family on a cross-country road trip.,45,135719,2
A family on a cross-country road trip.,45,189043,2
A family on a cross-country road trip.,45,202914,2
A family on a cross-country road trip.,45,221184,2
A family on a cross-country road trip.,45,107295,2
A family on a cross-country road trip.,45,70641,2
A family on a cross-country road trip.,45,78955,2
A family on a cross-country road trip.,45,89203,2
A family on a cross-country road trip.,45,90528,2
A family on a cross-country road trip.,45,63479,2
A family on a cross-country road trip.,45,169106,2
A family on a cross-country road trip.,45,107758,2
A family on a cross-country road trip.,45,203,2
A family on a cross-country road trip.,45,101168,2
A family on a cross-country road trip.,45,287485,2
A family on a cross-country road trip.,45,47793,2
A family on a cross-country road trip.,45,253900,2
A family on a cross-country road trip.,45,80241,2
A family on a cross-country road trip.,45,96857,2
A family on a cross-country road trip.,45,81537,1
A family on a cross-country road trip.,45,4729,1
A family on a cross-country road trip.,45,4002,1
A family on a cross-country road trip.,45,27776,1
Laugh-out-loud comedies with witty humor.,46,231,5
Laugh-out-loud comedies with witty humor.,46,26471,4
Laugh-out-loud comedies with witty humor.,46,4306,4
Laugh-out-loud comedies with witty humor.,46,608,4
Laugh-out-loud comedies with witty humor.,46,71535,4
Laugh-out-loud comedies with witty humor.,46,223,4
Laugh-out-loud comedies with witty humor.,46,1923,4
Laugh-out-loud comedies with witty humor.,46,2423,4
Laugh-out-loud comedies with witty humor.,46,38061,4
Laugh-out-loud comedies with witty humor.,46,1297,4
Laugh-out-loud comedies with witty humor.,46,4979,4
Laugh-out-loud comedies with witty humor.,46,2795,4
Laugh-out-loud comedies with witty humor.,46,5299,4
Laugh-out-loud comedies with witty humor.,46,2371,4
Laugh-out-loud comedies with witty humor.,46,115122,4
Laugh-out-loud comedies with witty humor.,46,3751,4
Laugh-out-loud comedies with witty humor.,46,122904,4
Laugh-out-loud comedies with witty humor.,46,5060,4
Laugh-out-loud comedies with witty humor.,46,33004,4
Laugh-out-loud comedies with witty humor.,46,267366,4
Laugh-out-loud comedies with witty humor.,46,42740,3
Laugh-out-loud comedies with witty humor.,46,233193,3
Laugh-out-loud comedies with witty humor.,46,85367,3
Laugh-out-loud comedies with witty humor.,46,4823,3
Laugh-out-loud comedies with witty humor.,46,70978,3
Laugh-out-loud comedies with witty humor.,46,4183,3
Laugh-out-loud comedies with witty humor.,46,146140,3
Laugh-out-loud comedies with witty humor.,46,135887,3
Laugh-out-loud comedies with witty humor.,46,67267,3
Laugh-out-loud comedies with witty humor.,46,111113,3
Laugh-out-loud comedies with witty humor.,46,114072,3
Laugh-out-loud comedies with witty humor.,46,87192,3
Laugh-out-loud comedies with witty humor.,46,152091,3
Laugh-out-loud comedies with witty humor.,46,128097,3
Laugh-out-loud comedies with witty humor.,46,100390,3
Laugh-out-loud comedies with witty humor.,46,1468,3
Laugh-out-loud comedies with witty humor.,46,6155,3
Laugh-out-loud comedies with witty humor.,46,2671,3
Laugh-out-loud comedies with witty humor.,46,131826,3
Laugh-out-loud comedies with witty humor.,46,56367,3
Laugh-out-loud comedies with witty humor.,46,158338,3
Laugh-out-loud comedies with witty humor.,46,50842,3
Laugh-out-loud comedies with witty humor.,46,169332,3
Laugh-out-loud comedies with witty humor.,46,44195,3
Laugh-out-loud comedies with witty humor.,46,169594,3
Laugh-out-loud comedies with witty humor.,46,5013,3
Laugh-out-loud comedies with witty humor.,46,156787,3
Laugh-out-loud comedies with witty humor.,46,7317,3
Laugh-out-loud comedies with witty humor.,46,216821,2
Laugh-out-loud comedies with witty humor.,46,87529,2
Laugh-out-loud comedies with witty humor.,46,42634,2
Laugh-out-loud comedies with witty humor.,46,90890,2
Laugh-out-loud comedies with witty humor.,46,257703,2
Laugh-out-loud comedies with witty humor.,46,246412,2
Laugh-out-loud comedies with witty humor.,46,88574,2
Laugh-out-loud comedies with witty humor.,46,160333,2
Laugh-out-loud comedies with witty humor.,46,103819,2
Laugh-out-loud comedies with witty humor.,46,97870,2
Laugh-out-loud comedies with witty humor.,46,271877,2
Laugh-out-loud comedies with witty humor.,46,240174,1
Historical epics depicting grand-scale conflicts.,47,110,5
Historical epics depicting grand-scale conflicts.,47,1287,5
Historical epics depicting grand-scale conflicts.,47,4033,5
Historical epics depicting grand-scale conflicts.,47,271206,4
Historical epics depicting grand-scale conflicts.,47,88959,4
Historical epics depicting grand-scale conflicts.,47,6947,4
Historical epics depicting grand-scale conflicts.,47,217655,3
Historical epics depicting grand-scale conflicts.,47,70831,3
Historical epics depicting grand-scale conflicts.,47,130988,3
Historical epics depicting grand-scale conflicts.,47,3753,2
Historical epics depicting grand-scale conflicts.,47,5915,2
Historical epics depicting grand-scale conflicts.,47,116225,2
Historical epics depicting grand-scale conflicts.,47,197651,2
Historical epics depicting grand-scale conflicts.,47,991,2
Historical epics depicting grand-scale conflicts.,47,220766,2
Historical epics depicting grand-scale conflicts.,47,60508,2
Historical epics depicting grand-scale conflicts.,47,162612,1
Historical epics depicting grand-scale conflicts.,47,258039,1
Historical epics depicting grand-scale conflicts.,47,177205,1
Historical epics depicting grand-scale conflicts.,47,283749,1
Historical epics depicting grand-scale conflicts.,47,241344,1
Historical epics depicting grand-scale conflicts.,47,8457,1
Historical epics depicting grand-scale conflicts.,47,3852,1
Historical epics depicting grand-scale conflicts.,47,147370,1
Historical epics depicting grand-scale conflicts.,47,219286,1
Historical epics depicting grand-scale conflicts.,47,106565,1
Historical epics depicting grand-scale conflicts.,47,1169,1
Historical epics depicting grand-scale conflicts.,47,127596,1
Historical epics depicting grand-scale conflicts.,47,74624,1
Historical epics depicting grand-scale conflicts.,47,248858,1
Historical epics depicting grand-scale conflicts.,47,58154,1
Historical epics depicting grand-scale conflicts.,47,155974,1
Historical epics depicting grand-scale conflicts.,47,201759,1
Historical epics depicting grand-scale conflicts.,47,1688,1
Historical epics depicting grand-scale conflicts.,47,185303,1
Historical epics depicting grand-scale conflicts.,47,39292,1
Historical epics depicting grand-scale conflicts.,47,267994,1
Historical epics depicting grand-scale conflicts.,47,27879,1
Historical epics depicting grand-scale conflicts.,47,128223,1
Historical epics depicting grand-scale conflicts.,47,170469,1
Historical epics depicting grand-scale conflicts.,47,122779,1
Historical epics depicting grand-scale conflicts.,47,221860,1
Historical epics depicting grand-scale conflicts.,47,135057,1
Historical epics depicting grand-scale conflicts.,47,30812,1
Historical epics depicting grand-scale conflicts.,47,115708,1
Historical epics depicting grand-scale conflicts.,47,1408,1
Historical epics depicting grand-scale conflicts.,47,173735,1
Historical epics depicting grand-scale conflicts.,47,222007,1
Historical epics depicting grand-scale conflicts.,47,179779,1
Historical epics depicting grand-scale conflicts.,47,277724,1
Historical epics depicting grand-scale conflicts.,47,199175,1
Historical epics depicting grand-scale conflicts.,47,169804,1
Historical epics depicting grand-scale conflicts.,47,193763,1
Historical epics depicting grand-scale conflicts.,47,212595,1
Historical epics depicting grand-scale conflicts.,47,134886,1
Historical epics depicting grand-scale conflicts.,47,284933,1
Historical epics depicting grand-scale conflicts.,47,172137,1
Historical epics depicting grand-scale conflicts.,47,159151,1
Historical epics depicting grand-scale conflicts.,47,127726,1
Historical epics depicting grand-scale conflicts.,47,209873,1
